shr_energy_y_v,shr_theta_v,plot_weight,nu_e,backtracked_e,nu_pdg,true_fid_vol,nelec,nueccinc,leeweight
513.66583,0.61796916,0.006269493810184405,1.2160983,0.9087107,12,True,1,True,0.0
371.85126,0.57990813,0.006254999775999081,1.1163516,0.79115796,12,True,1,True,0.0
1899.6625,0.26028258,0.006367364080946255,2.3970659,2.168504,12,True,1,True,0.0
1004.8486,0.6561436,0.006941365450484245,1.9218307,1.0351849,12,True,1,True,0.0
535.08636,0.7708906,0.0068941318324399785,0.8344384,0.6562906,12,True,1,True,0.0
542.23785,0.53017116,0.0052766587587571336,1.0873169,0.53168637,12,True,1,True,0.0
347.34985,0.72011757,0.007260639924809854,0.46415278,0.3637829,12,True,1,True,0.754093
2177.0151,0.26120487,0.0052766587587571336,2.5958204,2.0786219,12,True,1,True,0.0
363.94705,0.47033057,0.006085775227750624,0.5637963,0.39013594,12,True,1,True,0.476307
799.6188,0.16082402,0.004527596101833215,1.6349709,1.5175983,12,True,1,True,0.0
741.5017,0.5141804,0.0052766587587571336,1.9794775,0.73905104,12,True,1,True,0.0
826.05444,0.23776932,0.0052766587587571336,1.1095442,0.7952736,12,True,1,True,0.0
734.31824,0.3186334,0.005551173577214108,1.1095442,0.9174086,12,True,1,True,0.0
1276.2307,0.37175885,0.00776275297315742,1.4946086,1.3938794,12,True,1,True,0.0
1324.7422,0.47053322,0.004207089993147096,2.8629534,1.2843782,12,True,1,True,0.0
2006.9763,0.40789613,0.0052766587587571336,2.409982,1.7290351,12,True,1,True,0.0
633.1574,0.6013575,0.0,2.9686337,0.98033947,12,True,1,True,0.0
447.85815,0.4036301,0.006387637612835544,0.62396324,0.517584,12,True,1,True,0.152327
603.2466,0.97361505,0.00700889335830028,0.75243384,0.5567121,12,True,1,True,0.152327
627.4115,0.27728364,0.004944090747782989,1.702056,0.5741224,12,True,1,True,0.0
897.9049,0.4726766,0.0052766587587571336,3.2512064,1.1967111,12,True,1,True,0.0
209.00113,1.4040937,0.006282719726458193,1.1280565,0.5549198,12,True,1,True,0.0
1337.0719,0.35774451,0.0067576953031095845,1.3479621,1.2278637,12,True,1,True,0.0
547.3614,0.7011313,0.011653155678968068,0.56593263,0.48863128,12,True,1,True,0.476307
1048.9801,0.24665783,0.005185907183632612,1.0536412,1.0249248,12,True,1,True,0.0
806.07294,0.82520264,0.006537863037373667,0.96950203,0.7567594,12,True,1,True,0.0
695.2464,0.58564025,0.0063858908055734725,0.96950203,0.70579314,12,True,1,True,0.0
